loss,val_loss
0.033194009214639664,0.010637367144227028
0.014917777851223946,0.00962158665060997
0.012786895968019962,0.008487165905535221
0.01183568686246872,0.008370477706193924
0.011317593976855278,0.009110910817980766
0.010893980041146278,0.009064503945410252
0.010621066205203533,0.008322768844664097
0.010311747901141644,0.008883930742740631
0.01011696644127369,0.00878131203353405
0.009946964681148529,0.008277405053377151
0.009816126897931099,0.00955254677683115
0.009640874341130257,0.008089720271527767
0.009676283225417137,0.008259560912847519
0.00961257517337799,0.0080448929220438
0.009488354437053204,0.008086436428129673
0.009429074823856354,0.008256373926997185
0.009473582729697227,0.008501581847667694
0.009313302114605904,0.00839607510715723
0.00934122409671545,0.008463345468044281
0.00940114725381136,0.008508176542818546
0.009305327199399471,0.008348994888365269
0.009233959019184113,0.008543129079043865
0.009253210388123989,0.008271162398159504
0.00919929426163435,0.008251549676060677
