loss,val_loss
0.018991678953170776,0.00328616751357913
0.0065809753723442554,0.0034176534973084927
0.005433643702417612,0.003242355538532138
0.004863985348492861,0.0032128633465617895
0.004582969006150961,0.0031040189787745476
0.0043825507164001465,0.003193081123754382
0.0042055766098201275,0.0031639691442251205
0.004124799743294716,0.0031309337355196476
0.004041121806949377,0.0031412893440574408
0.003985017072409391,0.003148938063532114
0.003935915883630514,0.00331889558583498
0.003892755601555109,0.0031464574858546257
0.0038789226673543453,0.003142639994621277
0.0038286242634058,0.003081339644268155
0.0038156313821673393,0.0031536160968244076
0.003796982578933239,0.0031734444200992584
0.0037568071857094765,0.003166230395436287
0.0037616847548633814,0.003185903886333108
0.0037238290533423424,0.003143603214994073
0.0037298037204891443,0.00310349534265697
0.0037077725864946842,0.0031719128601253033
0.003709291573613882,0.003111707977950573
0.003693325212225318,0.0031067924574017525
0.0036967156920582056,0.003138188738375902
